LeadSourceGroup,ZipCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerOwnRent,Approved,TotalIncome,Education
Radio,75,Refinance,Conventional                                      ,158000.0,696,85.63,35.0,37,Own,1,4467.67,UnderGrad
TV,76,Refinance,Conventional                                      ,350000.0,795,72.91,15.0,58,Own,1,16882.05,UnderGrad
Internet,77,Refinance,Conventional                                      ,378250.0,650,85.0,53.0,41,Own,0,10633.35,UnderGrad
Internet,76,Refinance,Conventional                                      ,382400.0,757,80.0,49.0,55,Own,1,10368.65,Higher School
Internet,77,Refinance,Conventional                                      ,96000.0,684,64.0,30.0,59,Own,0,6350.0,UnderGrad
Other,75,Refinance,Conventional                                      ,293572.0,768,79.99,22.0,39,Own,1,13820.83,UnderGrad
Internet,75,Refinance,Conventional                                      ,304000.0,783,80.0,16.0,46,Own,0,20000.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,193000.0,729,59.38,27.0,34,Own,1,12442.01,UnderGrad
Internet,76,Refinance,Conventional                                      ,345000.0,793,71.87,39.0,55,Own,1,21233.0,UnderGrad
Repeat Client,78,Refinance,FHA                                               ,247243.0,699,90.0,48.0,37,Rent,1,5031.57,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,123500.0,737,95.0,47.0,55,Own,1,7193.33,UnderGrad
TV,75,Refinance,Conventional                                      ,344000.0,737,80.0,39.0,57,Own,1,12758.66,Higher School
Internet,78,Refinance,Conventional                                      ,460000.0,781,49.76,40.0,67,Own,0,19702.61,PostGrad
Internet,76,Refinance,FHA                                               ,196278.0,593,96.49,37.0,32,Rent,1,7564.09,UnderGrad
Internet,76,Refinance,Conventional                                      ,228168.0,625,90.9,32.0,46,Own,1,13163.220000000001,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,237908.0,706,72.53,17.0,52,Own,0,12133.33,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,226281.0,682,88.04,31.0,41,Own,1,19907.36,PostGrad
Repeat Client,76,Refinance,Conventional                                      ,198395.0,667,72.14,32.0,47,Own,1,13119.04,Higher School
Internet,76,Refinance,Conventional                                      ,139000.0,722,73.15,33.0,58,Own,0,8866.66,Higher School
Internet,77,Refinance,Conventional                                      ,510400.0,783,56.71,45.0,53,Own,1,13541.63,UnderGrad
Internet,77,Refinance,Conventional                                      ,338000.0,755,74.28,43.0,43,Own,1,8272.9,UnderGrad
Internet,77,Refinance,Conventional                                      ,121300.0,797,37.9,11.0,44,Own,1,17499.989999999998,UnderGrad
Radio,76,Refinance,Conventional                                      ,181600.0,702,80.0,33.0,48,Own,1,12701.75,UnderGrad
Internet,75,Refinance,Conventional                                      ,81675.0,786,54.45,29.0,46,Own,0,7500.0,PostGrad
Internet,76,Refinance,Conventional                                      ,203000.0,796,74.35,16.0,63,Own,1,11195.17,UnderGrad
Internet,78,Refinance,Conventional                                      ,216000.0,729,80.0,17.0,36,Rent,1,8312.5,PostGrad
Internet,76,Refinance,Conventional                                      ,265000.0,710,75.71,81.0,73,Own,0,4012.06,UnderGrad
Internet,78,Refinance,Conventional                                      ,265800.0,756,40.89,31.0,63,Own,0,12500.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,484350.0,626,79.4,43.0,45,Own,1,20549.1,UnderGrad
Internet,75,Refinance,Conventional                                      ,311500.0,737,94.39,32.0,38,Own,1,16283.880000000001,PostGrad
Internet,76,Refinance,Conventional                                      ,141250.0,713,59.59,32.0,48,Own,1,14895.19,UnderGrad
Radio,76,Refinance,Conventional                                      ,510400.0,678,75.53,37.0,33,Own,0,17765.58,UnderGrad
Radio,76,Refinance,FHA                                               ,289539.0,641,81.3,52.0,49,Own,1,13354.220000000001,UnderGrad
Other,76,Refinance,Conventional                                      ,188500.0,736,73.63,44.0,37,Own,1,5228.95,Higher School
Internet,75,Refinance,Conventional                                      ,145000.0,656,58.0,42.0,71,Own,1,3654.76,UnderGrad
Internet,77,Refinance,Conventional                                      ,171375.0,781,66.68,40.0,37,Own,1,8442.98,UnderGrad
Radio,75,Refinance,Conventional                                      ,150000.0,663,42.25,40.0,24,Own,1,6129.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,150000.0,698,75.0,,57,Own,0,0.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,420000.0,759,70.11,44.0,55,Own,1,17249.0,UnderGrad
Other,76,Refinance,Conventional                                      ,472000.0,770,80.0,38.0,46,Own,1,10666.67,UnderGrad
Internet,75,Refinance,Conventional                                      ,170600.0,748,67.43,17.0,56,Own,1,15101.67,UnderGrad
Radio,75,Refinance,Conventional                                      ,440000.0,681,80.0,38.0,55,Own,0,7817.88,UnderGrad
TV,76,Refinance,Conventional                                      ,156000.0,719,80.0,15.0,48,Own,1,12283.33,Higher School
Internet,76,Refinance,Conventional                                      ,349449.0,713,69.88,38.0,47,Own,1,19155.0,UnderGrad
TV,75,Refinance,VA                                                ,368761.0,638,100.0,43.0,34,Rent,1,10295.8,UnderGrad
Radio,75,Refinance,Conventional                                      ,198400.0,673,80.0,44.0,44,Own,1,6454.91,UnderGrad
Internet,75,Refinance,Conventional                                      ,420000.0,739,80.0,34.0,55,Own,1,16677.0,UnderGrad
Other,75,Refinance,Conventional                                      ,248896.0,690,82.96,33.0,38,Own,1,8460.4,UnderGrad
Radio,76,Refinance,FHA                                               ,204721.0,653,80.48,52.0,47,Own,1,4800.99,UnderGrad
Radio,76,Refinance,VA                                                ,337900.0,646,100.0,36.0,38,Own,1,7879.62,UnderGrad
Internet,76,Refinance,Conventional                                      ,245460.0,764,74.38,36.0,49,Own,1,9770.48,UnderGrad
Radio,75,Refinance,Conventional                                      ,275000.0,680,42.3,24.0,64,Own,1,10833.33,UnderGrad
Radio,77,Refinance,Conventional                                      ,80000.0,805,54.79,26.0,60,Own,1,9462.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,210000.0,778,65.83,17.0,52,Own,1,11470.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,322000.0,751,78.72,32.0,62,Own,1,17653.92,UnderGrad
Internet,76,Refinance,Conventional                                      ,307900.0,738,61.09,30.0,39,Own,1,8681.0,UnderGrad
TV,76,Refinance,Conventional                                      ,295000.0,778,78.66,24.0,43,Own,0,23750.0,UnderGrad
TV,75,Refinance,Conventional                                      ,375000.0,799,28.84,56.0,58,Own,1,15171.1,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,79872.0,701,59.16,46.0,64,Own,1,2584.75,Higher School
Other,75,Refinance,FHA                                               ,157977.0,647,96.49,43.0,48,Rent,1,5076.67,Higher School
TV,75,Refinance,Conventional                                      ,165000.0,706,78.57,43.0,38,Own,1,6953.04,UnderGrad
TV,75,Refinance,Conventional                                      ,183000.0,720,59.41,43.0,67,Own,1,9023.67,UnderGrad
Internet,77,Refinance,Conventional                                      ,375375.0,751,75.0,23.0,47,Own,1,26624.18,UnderGrad
Internet,76,Refinance,Conventional                                      ,156000.0,672,80.0,48.0,59,Own,0,4830.530000000001,Higher School
Other,76,Refinance,Conventional                                      ,207000.0,794,88.08,41.0,49,Own,0,5960.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,440000.0,784,73.33,44.0,57,Own,1,9352.48,UnderGrad
Internet,78,Refinance,Conventional                                      ,407817.0,785,70.51,21.0,44,Own,1,12781.25,PostGrad
Radio,75,Refinance,Conventional                                      ,482000.0,730,70.88,47.0,55,Own,1,15956.39,Higher School
Internet,77,Refinance,Conventional                                      ,332000.0,712,93.52,44.0,44,Own,0,9166.66,UnderGrad
Internet,77,Refinance,Conventional                                      ,234670.0,785,66.29,19.0,33,Own,1,13802.66,PostGrad
Internet,77,Refinance,Conventional                                      ,174500.0,758,47.16,27.0,44,Own,1,12203.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,118400.0,774,39.46,35.0,63,Own,1,8171.6,UnderGrad
Radio,75,Refinance,Conventional                                      ,248500.0,802,49.3,23.0,59,Own,1,11019.3,UnderGrad
Radio,76,Refinance,Conventional                                      ,372875.0,783,95.0,48.0,49,Own,1,16116.66,UnderGrad
Other,75,Refinance,FHA                                               ,345132.0,713,96.49,37.0,45,Rent,1,9626.0,UnderGrad
TV,75,Refinance,Conventional                                      ,234765.0,809,69.04,14.0,58,Own,1,20948.06,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,133500.0,770,32.16,24.0,44,Own,1,8936.0,PostGrad
TV,76,Refinance,FHA                                               ,108007.0,721,96.5,50.0,39,Rent,1,4753.54,UnderGrad
Radio,78,Refinance,Conventional                                      ,330143.0,753,69.5,36.0,39,Own,1,14961.08,Higher School
Internet,76,Refinance,Conventional                                      ,105000.0,598,75.0,42.0,58,Own,1,6045.87,UnderGrad
TV,76,Refinance,Conventional                                      ,180000.0,698,80.0,42.0,65,Own,1,5384.64,UnderGrad
Internet,77,Refinance,Conventional                                      ,350000.0,793,72.91,29.0,44,Own,0,10400.0,PostGrad
Internet,75,Refinance,Conventional                                      ,246724.0,806,71.72,32.0,61,Own,1,10933.57,Higher School
Internet,77,Refinance,Conventional                                      ,290500.0,768,58.1,20.0,57,Own,0,22708.33,Higher School
TV,76,Refinance,Conventional                                      ,147150.0,766,52.55,36.0,46,Own,1,6766.67,UnderGrad
Radio,77,Refinance,Conventional                                      ,196000.0,790,76.86,13.0,53,Own,1,19547.23,UnderGrad
Internet,76,Refinance,Conventional                                      ,225680.0,787,71.64,26.0,42,Own,1,11494.79,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,112000.0,803,40.72,39.0,66,Own,1,3350.79,UnderGrad
Internet,76,Refinance,Conventional                                      ,253463.0,754,77.04,48.0,47,Own,1,8027.67,UnderGrad
TV,76,Refinance,Conventional                                      ,163000.0,779,69.36,28.0,38,Own,0,4000.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,195000.0,776,92.85,33.0,34,Own,0,9500.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,510400.0,762,61.86,45.0,54,Own,1,11102.0,PostGrad
Radio,76,Refinance,Conventional                                      ,219350.0,749,73.11,35.0,58,Own,1,9550.0,Higher School
Internet,76,Refinance,Conventional                                      ,221160.0,735,58.2,22.0,61,Own,1,11658.02,UnderGrad
Radio,75,Refinance,Conventional                                      ,282300.0,695,77.13,36.0,43,Own,1,12318.34,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,170000.0,759,48.57,24.0,67,Own,0,10273.34,UnderGrad
Internet,77,Refinance,VA                                                ,455699.0,690,100.0,55.0,59,Own,1,9622.94,PostGrad
Other,75,Refinance,Conventional                                      ,472000.0,788,80.0,25.0,33,Rent,1,11533.27,UnderGrad
TV,77,Refinance,Conventional                                      ,356250.0,645,95.0,43.0,49,Rent,1,13548.13,PostGrad
Internet,75,Refinance,Conventional                                      ,281360.0,736,78.59,15.0,44,Own,1,12560.57,UnderGrad
TV,75,Refinance,Conventional                                      ,348000.0,638,80.0,43.0,54,Own,1,15535.529999999999,UnderGrad
Internet,76,Refinance,Conventional                                      ,186750.0,813,57.63,23.0,44,Own,1,10905.0,UnderGrad
Other,77,Refinance,Conventional                                      ,225600.0,711,80.0,33.0,51,Own,1,9338.26,UnderGrad
TV,76,Refinance,Conventional                                      ,237793.0,676,69.32,44.0,42,Own,1,6621.0,Higher School
TV,77,Refinance,Conventional                                      ,131000.0,672,50.38,39.0,54,Own,0,6465.0,Higher School
Internet,75,Refinance,Conventional                                      ,172250.0,686,70.02,41.0,60,Own,1,4599.38,Higher School
Repeat Client,76,Refinance,Conventional                                      ,224800.0,698,78.87,44.0,53,Own,0,8562.0,UnderGrad
