LeadID,DateAdded,LeadSourceGroup,LoanOfficer,Group,ZipCode,LoanNumber,ApprovalDate,BranchCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,BorrowerOwnRent,BorrowerCity,BorrowerState,IsCoBorrowerower,CoBorrowerYearsInSchool,CoBorrowerAge,CoBorrowerTotalMonthlyIncome
465030,10/21/2019 9:48,TV,"Vander Plaats, Brian",Refinance Team - 4102,75078,41021913867,11/5/2019,4102,Refinance                                         ,Conventional                                      ,457210,734,89.29,47,41,16,12883.75,Own,Prosper,TX,TRUE,0,0,0
465037,10/21/2019 10:19,Internet,"Johnson, Chris",Refinance Team - 4102,75071,41021914006,12/6/2019,4102,Refinance Cash-out                                ,Conventional                                      ,70000,718,20,42,62,16,2730,Own,Mckinney,TX,TRUE,0,0,0
465041,10/21/2019 10:26,Repeat Client,"Francois, Guerdina",Loan Coordinator,76049,41021913869,10/29/2019,4102,Refinance Cash-out                                ,Conventional                                      ,282700,701,72.61,49,53,18,4625.67,Own,Granbury,TX,TRUE,0,0,0
465056,10/21/2019 11:10,Radio,"Cobb, William",Purchase Team - 4105,75078,41081913923,11/18/2020,4105,Purchase                                          ,Conventional                                      ,453588,796,79.99,40,50,16,0,Own,Prosper,TX,TRUE,16,50,10093.46
465072,10/21/2019 12:07,TV,"Narmour, Derrick",Refinance Team - 4103,75155,4103207964,5/13/2020,4103,Refinance                                         ,Conventional                                      ,214030,667,88.07,26,58,13,7897.74,Own,Combine,TX,TRUE,12,53,6453.41
465085,10/21/2019 12:45,TV,"Rimmer-Ratzel, Ashley",Refinance Team - 4103,77437,41031916990,2/28/2020,4103,Refinance Cash-out                                ,Conventional                                      ,100000,538,57.14,49,48,12,5086.22,Own,El Campo,TX,TRUE,14,48,962.27
465113,10/21/2019 14:19,Internet,"Lowe, Scott",Refinance Team - 4101,76053,41011913916,11/14/2019,4101,Refinance Cash-out                                ,Conventional                                      ,120000,691,55.04,42,25,20,5170.26,Own,Hurst,TX,TRUE,0,0,0
465130,10/21/2019 15:01,Internet,"Johnson, Adrienne",Refinance Team - 4103,78249,41031913973,10/28/2019,4103,Refinance Cash-out                                ,Conventional                                      ,85000,717,45.45,44,57,16,2611.22,Own,San Antonio,TX,TRUE,16,60,1035.21
465143,10/21/2019 15:35,TV,"Sharpe, Jenny",Admin,76028,41011914076,,4101,Refinance                                         ,Conventional                                      ,192000,785,80,38,41,14,7300,Own,Burleson,TX,TRUE,0,0,0
465147,10/21/2019 15:45,TV,"Mishou, Stephanie",Refinance Team - 4101,77017,41011913911,,4101,Refinance Cash-out                                ,Conventional                                      ,183500,641,78.08,39,43,16,4427.64,Own,Houston,TX,TRUE,0,0,0
465155,10/21/2019 15:58,TV,"Benitez, Bryan",Refinance Team - 4102,76248,41021916333,12/23/2019,4102,Refinance                                         ,Conventional                                      ,282635,760,60.26,24,61,18,12649.77,Own,Keller,TX,TRUE,0,0,0
465164,10/21/2019 16:36,TV,"Todd, Michael",Refinance Team - 4101,78418,41081914118,2/6/2020,4101,Purchase                                          ,FHA                                               ,274725,715,87.66,53,69,13,3705.01,Own,Granbury,TX,TRUE,13,65,4543.72
465198,10/21/2019 19:58,Radio,"Sharpe, Jenny",Admin,76262,41031914043,,4103,Refinance Cash-out                                ,Conventional                                      ,132500,738,67.94,43,53,0,6616,Own,Roanoke,TX,TRUE,0,0,0
465215,10/21/2019 22:19,Internet,"Johnson, Adrienne",Refinance Team - 4103,77346,41031914046,,4103,Refinance Cash-out                                ,Conventional                                      ,225000,774,75,32,46,12,10000,Own,Humble,TX,TRUE,0,0,0
465220,10/21/2019 23:44,Internet,"Johnson, Adrienne",Refinance Team - 4103,76230,41031914555,11/27/2019,4103,Refinance Cash-out                                ,Conventional                                      ,70000,689,59.32,42,51,16,5417.33,Own,Bowie,TX,TRUE,16,53,3185.87
465234,10/22/2019 7:39,Radio,"Benitez, Bryan",Refinance Team - 4102,75070,41021914000,11/15/2019,4102,Refinance Cash-out                                ,Conventional                                      ,135000,692,55.1,11,56,16,12716.67,Own,Mckinney,TX,TRUE,0,0,0
465238,10/22/2019 8:10,TV,"Benitez, Bryan",Refinance Team - 4102,75149,41021913933,,4102,Refinance Cash-out                                ,Conventional                                      ,75000,622,50,28,61,16,4666.66,Own,Mesquite,TX,TRUE,0,0,0
465251,10/22/2019 9:08,Referral,"Mishou, Stephanie",Refinance Team - 4101,76137,41011913647,,4101,Refinance Cash-out                                ,Conventional                                      ,120000,669,63.82,40,45,15,8226,Own,Fort Worth,TX,TRUE,16,44,0
465252,10/22/2019 9:09,Internet,"Johnson, Chris",Refinance Team - 4102,77586,41021913967,11/14/2019,4102,Refinance                                         ,Conventional                                      ,363900,754,89.19,37,51,16,5402.82,Own,Seabrook,TX,TRUE,16,40,11453.33
465262,10/22/2019 9:26,Internet,"Sharpe, Jenny",Admin,76148,41011914145,,4101,Refinance                                         ,Conventional                                      ,196000,670,95.6,35,34,16,5350.8,Own,Watauga,TX,TRUE,12,35,2523.73
465276,10/22/2019 11:08,Repeat Client,"Johnson, Chris",Refinance Team - 4102,76073,41021914109,12/2/2019,4102,Purchase                                          ,VA                                                ,247403,643,100,31,41,12,6489.02,Rent,Bedford,TX,TRUE,12,39,0
465291,10/22/2019 11:51,Referral,"Alexander, Gary",Refinance Team - 4102,75252,41021912684,10/31/2019,4102,Purchase                                          ,Conventional                                      ,228000,740,95,29,50,16,5833.33,Rent,Dallas,TX,TRUE,0,0,0
465342,10/22/2019 13:59,Radio,"Vander Plaats, Brian",Refinance Team - 4102,75043,41021913968,11/1/2019,4102,Refinance Cash-out                                ,Conventional                                      ,186300,738,62.1,28,51,16,19441.63,Own,Garland,TX,TRUE,16,52,0
465377,10/22/2019 16:06,Internet,"Nguyen, Tu",Refinance Team - 4102,76542,41021913979,,4102,Refinance Cash-out                                ,Conventional                                      ,122500,622,70,34,72,16,13000,Own,Killeen,TX,TRUE,16,73,800
465382,10/22/2019 16:12,Internet,"Corcoran, Karla",Refinance Team - 4103,75078,41031914642,11/25/2019,4103,Refinance Cash-out                                ,Conventional                                      ,365000,732,69.78,33,49,16,0,Own,Prosper,TX,TRUE,19,48,8333.3
465388,10/22/2019 16:55,TV,"Flores, Lupe",Refinance Team - 4101,76020,41101914090,11/13/2019,4101,Refinance Cash-out                                ,Conventional                                      ,109150,800,54.03,20,71,14,3454.21,Own,Azle,TX,TRUE,13,69,1334.4
465399,10/22/2019 17:42,Referral,"Flores, Lupe",Refinance Team - 4101,75071,41101916602,12/26/2019,4110,Refinance Cash-out                                ,Conventional                                      ,210000,621,60,29,42,15,7084.13,Own,Mckinney,TX,TRUE,0,0,0
465421,10/22/2019 20:07,Internet,"Vander Plaats, Brian",Refinance Team - 4102,78009,41021914233,11/18/2019,4102,VA IRRRL                                          ,VA                                                ,436594,702,99.18,,36,12,0,Own,Castroville,TX,TRUE,12,37,0
465426,10/22/2019 20:32,Radio,"Vander Plaats, Brian",Refinance Team - 4102,75126,41021914140,11/14/2019,4102,Refinance Cash-out                                ,Conventional                                      ,80000,684,20,20,57,16,16166.66,Own,Forney,TX,TRUE,16,60,0
465465,10/23/2019 8:22,TV,"Vander Plaats, Brian",Refinance Team - 4102,75040,41021913995,12/24/2019,4102,Refinance                                         ,Conventional                                      ,349733,631,88.31,44,44,16,5460,Own,Garland,TX,TRUE,16,34,8249.97
461490,9/25/2019 22:34,TV,"Vander Plaats, Brian",Refinance Team - 4102,75052,41021913991,,4102,Refinance Cash-out                                ,Conventional                                      ,256000,674,80,37,48,16,5500,Own,Grand Prairie,TX,TRUE,0,0,0
461504,9/26/2019 8:43,TV,"Sharpe, Jenny",Admin,76107,41011912580,,4101,Refinance Cash-out                                ,Conventional                                      ,70000,693,40,33,42,16,5000,Own,Fort Worth,TX,TRUE,0,0,0
461515,9/26/2019 9:43,Internet,"Murphy, John",Refinance Team - 4101,76690,41011912589,10/4/2019,4101,Refinance Cash-out                                ,Conventional                                      ,143000,710,65,37,63,18,3626.2,Own,Walnut Springs,TX,TRUE,0,0,0
461539,9/26/2019 11:14,Self Sourced,"Morgan, Matthew",Refinance Team - 4103,78251,41031911848,10/20/2019,4103,Purchase                                          ,Conventional                                      ,167810,757,97,39,53,14,4488.42,Rent,San Antonio,TX,TRUE,0,0,0
461563,9/26/2019 12:45,Radio,"Knight, Ken",Purchase Team - 4105,75053,41081916587,4/1/2020,4105,Refinance Cash-out                                ,Conventional                                      ,392000,716,80,19,46,18,11837.89,Own,Heath,TX,TRUE,18,45,4766
461569,9/26/2019 13:17,Internet,"Frank, Michael",Refinance Team - 4103,75052,41031913442,10/28/2019,4103,Refinance Cash-out                                ,Conventional                                      ,170000,733,72.34,44,42,12,5075.83,Own,Grand Prairie,TX,TRUE,0,0,0
461585,9/26/2019 14:36,Radio,"Nguyen, Tu",Refinance Team - 4102,76431,41021912623,10/20/2019,4102,Refinance Cash-out                                ,Conventional                                      ,427000,777,57.23,47,51,16,17357.47,Own,Chico,TX,TRUE,0,0,0
461602,9/26/2019 16:35,Internet,"Johnson, Adrienne",Refinance Team - 4103,78247,41031912719,,4103,Refinance Cash-out                                ,Conventional                                      ,136500,641,65,35,51,16,9183.82,Own,San Antonio,TX,TRUE,0,0,0
461609,9/26/2019 16:52,Internet,"Todd, Michael",Refinance Team - 4101,75068,41081912638,,4108,Refinance                                         ,FHA                                               ,348112,709,97.75,32,35,13,10000,Own,Little Elm,TX,TRUE,13,34,6833.33
461631,9/26/2019 19:06,Internet,"Johnson, Adrienne",Refinance Team - 4103,76086,41031913321,10/28/2019,4103,Refinance Cash-out                                ,Conventional                                      ,180000,716,80,43,51,16,7019.97,Own,Weatherford,TX,TRUE,0,0,0
461663,9/27/2019 8:40,Repeat Client,"Todd, Michael",Refinance Team - 4101,75060,4108200261,1/22/2020,4101,Refinance Cash-out                                ,Conventional                                      ,200000,664,76.92,38,50,14,6314,Own,Irving,TX,TRUE,14,60,15202.67
467705,11/5/2019 17:09,TV,"Sharp, James",Admin,75442,41031914806,12/4/2019,4103,Refinance Cash-out                                ,Conventional                                      ,179000,717,41.14,19,73,16,22369,Own,Farmersville,TX,TRUE,0,0,0
467715,11/5/2019 18:39,Internet,"Lowe, Scott",Refinance Team - 4101,76071,41011914860,11/26/2019,4101,Refinance Cash-out                                ,Conventional                                      ,98000,660,70,37,46,20,6328.45,Own,Newark,TX,TRUE,0,0,0
467739,11/5/2019 20:43,Internet,"Vander Plaats, Brian",Refinance Team - 4102,77581,41021915070,12/10/2019,4102,Refinance Cash-out                                ,Conventional                                      ,100000,714,35.84,27,55,16,14498.75,Own,Pearland,TX,TRUE,16,53,0
467777,11/6/2019 7:46,Radio,"Frank, Michael",Refinance Team - 4103,77004,41031914798,11/15/2019,4103,Refinance Cash-out                                ,Conventional                                      ,369800,742,74.85,38,35,12,12083.33,Own,Houston,TX,TRUE,0,0,0
466328,10/28/2019 18:04,Internet,"Alexander, Gary",Refinance Team - 4102,75070,41021914302,11/25/2019,4102,Refinance                                         ,Conventional                                      ,240100,641,63.18,49,40,16,7580.88,Own,Mckinney,TX,TRUE,0,0,0
466357,10/28/2019 21:56,TV,"Johnson, Chris",Refinance Team - 4102,75453,41021914329,,4102,Refinance Cash-out                                ,Conventional                                      ,200000,635,70.17,38,66,16,8898,Own,Lone Oak,TX,TRUE,16,67,4877.76
466359,10/28/2019 22:14,Internet,"Sharpe, Jenny",Admin,76706,41081914434,12/6/2019,4108,Purchase                                          ,FHA                                               ,116353,676,96.49,50,24,16,3166.67,Rent,Waco,TX,TRUE,0,0,0
466394,10/29/2019 9:15,Self Sourced,"Knight, Ken",Purchase Team - 4105,75080,41081914098,11/18/2019,4110,Refinance Cash-out                                ,Conventional                                      ,276000,679,80,43,34,12,5445.94,Own,Richardson,TX,TRUE,16,42,0
466397,10/29/2019 10:07,Internet,"Sharpe, Jenny",Admin,75070,41011914474,11/27/2019,4101,Refinance Cash-out                                ,Conventional                                      ,224000,804,80,32,39,16,7468,Own,McKinney,TX,TRUE,0,0,0
466400,10/29/2019 10:18,Internet,"Fargnoli, Sheila",Purchase Team - 4105,76017,41051914332,3/23/2020,4105,Purchase                                          ,FHA                                               ,235653,692,96.5,36,52,16,10764.24,Rent,Arlington,TX,TRUE,0,0,0
466401,10/29/2019 10:18,Radio,"Sharpe, Jenny",Admin,76053,41031914373,11/29/2019,4103,Refinance                                         ,Conventional                                      ,195000,629,102.21,47,45,16,9771,Own,Hurst,TX,TRUE,0,0,0
466405,10/29/2019 10:47,Internet,"Johnson, Adrienne",Refinance Team - 4103,77583,4108191678,2/18/2019,4108,Refinance Cash-out                                ,Conventional                                      ,255500,709,78.37,35,47,12,11152.78,Own,Rosharon,TX,TRUE,0,0,0
466420,10/29/2019 11:16,TV,"Sharpe, Jenny",Admin,75189,41031914341,12/4/2019,4103,Refinance Cash-out                                ,Conventional                                      ,188500,779,43.03,35,53,16,10701.6,Own,Royse City,TX,TRUE,16,49,0
466423,10/29/2019 11:24,Internet,"Swaney, Daniel",Purchase Team - 4105,75152,41051914387,12/30/2019,4105,Purchase                                          ,FHA                                               ,186263,621,96.49,45,53,16,4764.93,Rent,Red Oak,TX,TRUE,0,0,0
